image,disease,plant_type,dataset_type
Phytopthora/IMG_0405.JPG,Phytopthora,Potato,train
Bacteria/20230815_111657.jpg,Bacteria,Potato,train
Bacteria/20230816_142806.jpg,Bacteria,Potato,train
Phytopthora/IMG_0346.JPG,Phytopthora,Potato,train
Virus/20230816_123119.jpg,Virus,Potato,train
Phytopthora/IMG_9506 (1).JPG,Phytopthora,Potato,train
Virus/IMG_1144.JPG,Virus,Potato,train
Virus/IMG_0275.JPG,Virus,Potato,train
Bacteria/20230816_134613.jpg,Bacteria,Potato,train
Bacteria/IMG_0323.JPG,Bacteria,Potato,train
Healthy/20230815_123246.jpg,Healthy,Potato,train
Fungi/1692333632420.jpg,Fungi,Potato,train
Healthy/20230815_121157.jpg,Healthy,Potato,train
Pest/20230922_163556.jpg,Pest,Potato,train
Bacteria/IMG_1077.JPG,Bacteria,Potato,train
Healthy/20230802_124914.jpg,Healthy,Potato,train
Bacteria/20230816_134733.jpg,Bacteria,Potato,train
Fungi/20230816_122418.jpg,Fungi,Potato,train
Phytopthora/IMG_9539 (1).JPG,Phytopthora,Potato,train
Bacteria/20230816_141603.jpg,Bacteria,Potato,train
Bacteria/20230816_134451.jpg,Bacteria,Potato,train
Fungi/IMG_0254 (1).JPG,Fungi,Potato,train
Fungi/IMG_9385.JPG,Fungi,Potato,train
Bacteria/IMG_1179.JPG,Bacteria,Potato,train
Fungi/IMG_9390.JPG,Fungi,Potato,train
Fungi/IMG_8283.JPG,Fungi,Potato,train
Pest/20230802_115400636.jpg,Pest,Potato,train
Fungi/1692335403677.jpg,Fungi,Potato,train
Virus/20230712_155104.jpg,Virus,Potato,train
Virus/IMG_0481.JPG,Virus,Potato,train
Healthy/20230712_130753.jpg,Healthy,Potato,train
Bacteria/20230816_142641.jpg,Bacteria,Potato,train
Bacteria/20230816_135039.jpg,Bacteria,Potato,train
Bacteria/20230816_141016.jpg,Bacteria,Potato,train
Healthy/20230802_113059419.jpg,Healthy,Potato,train
Fungi/IMG_0164.JPG,Fungi,Potato,train
Pest/20230712_133044.jpg,Pest,Potato,train
Virus/20230815_112745.jpg,Virus,Potato,train
Phytopthora/IMG_9511 (1).JPG,Phytopthora,Potato,train
Bacteria/IMG_1011.JPG,Bacteria,Potato,train
Virus/20230816_114506.jpg,Virus,Potato,train
Fungi/1692335403790.jpg,Fungi,Potato,train
Virus/20230815_120537.jpg,Virus,Potato,train
Pest/IMG_20230816_135235.jpg,Pest,Potato,train
Nematode/IMG_20230816_121830.jpg,Nematode,Potato,train
Fungi/IMG_0707.JPG,Fungi,Potato,train
Pest/IMG_20230816_134953.jpg,Pest,Potato,train
Fungi/IMG_0127.JPG,Fungi,Potato,train
Fungi/IMG_20230816_121446.jpg,Fungi,Potato,train
Fungi/20230802_110219.jpg,Fungi,Potato,train
Pest/IMG_0328.JPG,Pest,Potato,train
Fungi/20230802_111253263.jpg,Fungi,Potato,train
Fungi/20230802_110125.jpg,Fungi,Potato,train
Virus/IMG_0786.JPG,Virus,Potato,train
Fungi/1692334247515.jpg,Fungi,Potato,train
Bacteria/20230816_142810.jpg,Bacteria,Potato,train
Virus/IMG_0457.JPG,Virus,Potato,train
Phytopthora/IMG_0343.JPG,Phytopthora,Potato,train
Fungi/IMG_9428.JPG,Fungi,Potato,train
Bacteria/20230816_140750.jpg,Bacteria,Potato,train
Bacteria/IMG_1245.JPG,Bacteria,Potato,train
Fungi/20230815_122701.jpg,Fungi,Potato,train
Bacteria/IMG_0364.JPG,Bacteria,Potato,train
Phytopthora/IMG_0368.JPG,Phytopthora,Potato,train
Fungi/IMG_8281.JPG,Fungi,Potato,train
Virus/IMG_0263.JPG,Virus,Potato,train
Fungi/IMG_9405.JPG,Fungi,Potato,train
Bacteria/20230816_135252.jpg,Bacteria,Potato,train
Phytopthora/IMG_20230815_123121.jpg,Phytopthora,Potato,train
Bacteria/IMG_0356.JPG,Bacteria,Potato,train
Phytopthora/20230802_125410.jpg,Phytopthora,Potato,train
Bacteria/20230815_111919.jpg,Bacteria,Potato,train
Virus/20230815_114243.jpg,Virus,Potato,train
Bacteria/IMG_20230816_140002.jpg,Bacteria,Potato,train
Phytopthora/20230802_124526691.jpg,Phytopthora,Potato,train
Fungi/20230815_112251.jpg,Fungi,Potato,train
Virus/20230802_120716.jpg,Virus,Potato,train
Virus/IMG_0994.JPG,Virus,Potato,train
Bacteria/20230815_114106.jpg,Bacteria,Potato,train
Virus/IMG_0620.JPG,Virus,Potato,train
Fungi/IMG_20230816_084638 (1)(1).jpg,Fungi,Potato,train
Bacteria/1692333303178.jpg,Bacteria,Potato,train
Fungi/IMG_0288.JPG,Fungi,Potato,train
Nematode/IMG_0816.JPG,Nematode,Potato,train
Bacteria/20230816_134501.jpg,Bacteria,Potato,train
Fungi/IMG_4783.JPG,Fungi,Potato,train
Virus/20230815_150441.jpg,Virus,Potato,train
Fungi/20230802_110422.jpg,Fungi,Potato,train
Pest/20230802_123514.jpg,Pest,Potato,train
Virus/20230815_151758.jpg,Virus,Potato,train
Phytopthora/20230802_123634.jpg,Phytopthora,Potato,train
Pest/20230712_121944.jpg,Pest,Potato,train
Pest/20230712_145457.jpg,Pest,Potato,train
Fungi/1692334247608.jpg,Fungi,Potato,train
Bacteria/IMG_1206.JPG,Bacteria,Potato,train
Virus/IMG_1254.JPG,Virus,Potato,train
Fungi/1692334247342.jpg,Fungi,Potato,train
Fungi/IMG_20230816_123551.jpg,Fungi,Potato,train
Virus/IMG_8222.JPG,Virus,Potato,train
Pest/IMG_20230816_142750~2.jpg,Pest,Potato,train
Phytopthora/IMG_0131.JPG,Phytopthora,Potato,train
Pest/IMG_20230816_134632.jpg,Pest,Potato,train
Pest/20230712_145943.jpg,Pest,Potato,train
Fungi/IMG_0255 (1).JPG,Fungi,Potato,train
Bacteria/IMG_1173.JPG,Bacteria,Potato,train
Pest/1692332350450.jpg,Pest,Potato,train
Healthy/20230712_123858.jpg,Healthy,Potato,train
Fungi/1692334247584.jpg,Fungi,Potato,train
Phytopthora/20230802_123417.jpg,Phytopthora,Potato,train
Pest/20230816_143340.jpg,Pest,Potato,train
Virus/20230815_150520.jpg,Virus,Potato,train
Phytopthora/20230802_123939665.jpg,Phytopthora,Potato,train
Bacteria/IMG_1197.JPG,Bacteria,Potato,train
Phytopthora/20230802_125412.jpg,Phytopthora,Potato,train
Phytopthora/20230712_154222.jpg,Phytopthora,Potato,train
Pest/IMG_0182.JPG,Pest,Potato,train
Fungi/20230712_122430.jpg,Fungi,Potato,train
Nematode/20230712_154537.jpg,Nematode,Potato,train
Pest/IMG_20230816_140116.jpg,Pest,Potato,train
Pest/20230802_105056702.jpg,Pest,Potato,train
Bacteria/IMG_1134.JPG,Bacteria,Potato,train
Phytopthora/IMG_0363.JPG,Phytopthora,Potato,train
Fungi/IMG_9415.JPG,Fungi,Potato,train
Bacteria/20230816_143305.jpg,Bacteria,Potato,train
Pest/IMG_0940.JPG,Pest,Potato,train
Pest/20230712_114924.jpg,Pest,Potato,train
Fungi/IMG_9424.JPG,Fungi,Potato,train
Nematode/IMG_20230816_121904~2.jpg,Nematode,Potato,train
Healthy/20230802_113050671.jpg,Healthy,Potato,train
Bacteria/20230816_142401.jpg,Bacteria,Potato,train
Bacteria/20230816_134532.jpg,Bacteria,Potato,train
Virus/IMG_0439.JPG,Virus,Potato,train
Pest/20230802_125355.jpg,Pest,Potato,train
Pest/20230712_132933.jpg,Pest,Potato,train
Fungi/1692335403472.jpg,Fungi,Potato,train
Healthy/20230802_115936805.jpg,Healthy,Potato,train
Bacteria/IMG_0336.JPG,Bacteria,Potato,train
Phytopthora/20230802_123456.jpg,Phytopthora,Potato,train
Pest/IMG_20230816_142642~2.jpg,Pest,Potato,train
Fungi/IMG_9442.JPG,Fungi,Potato,train
Healthy/20230712_122751.jpg,Healthy,Potato,train
Nematode/IMG_8324.JPG,Nematode,Potato,train
Virus/IMG_0989.JPG,Virus,Potato,train
Fungi/IMG_0129.JPG,Fungi,Potato,train
Fungi/IMG_9421.JPG,Fungi,Potato,train
Healthy/20230922_155409.jpg,Healthy,Potato,train
Virus/20230922_155902.jpg,Virus,Potato,train
Phytopthora/IMG_4815 (1).JPG,Phytopthora,Potato,train
Bacteria/20230816_142730.jpg,Bacteria,Potato,train
Bacteria/20230816_140559.jpg,Bacteria,Potato,train
Virus/20230816_113928.jpg,Virus,Potato,train
Pest/IMG_20230816_134505.jpg,Pest,Potato,train
Fungi/20230816_123103.jpg,Fungi,Potato,train
Pest/20230802_125302.jpg,Pest,Potato,train
Bacteria/20230816_135222.jpg,Bacteria,Potato,train
Phytopthora/IMG_0357.JPG,Phytopthora,Potato,train
Pest/IMG_0350.JPG,Pest,Potato,train
Virus/IMG_20230815_153050~2.jpg,Virus,Potato,train
Healthy/20230816_121140.jpg,Healthy,Potato,train
Fungi/IMG_0266 (1).JPG,Fungi,Potato,train
Phytopthora/IMG_9514 (1).JPG,Phytopthora,Potato,train
Virus/IMG_1058.JPG,Virus,Potato,train
Fungi/IMG_4752.JPG,Fungi,Potato,train
Pest/20230712_114727.jpg,Pest,Potato,train
Fungi/IMG_20230816_081411 (1).jpg,Fungi,Potato,train
Pest/20230802_125114.jpg,Pest,Potato,train
Bacteria/IMG_1219.JPG,Bacteria,Potato,train
Pest/20230712_144035.jpg,Pest,Potato,train
Phytopthora/20230802_124302.jpg,Phytopthora,Potato,train
Healthy/20230815_120822.jpg,Healthy,Potato,train
Virus/IMG_0685.JPG,Virus,Potato,train
Nematode/20230712_155753.jpg,Nematode,Potato,train
Pest/IMG_8116.JPG,Pest,Potato,train
Phytopthora/20230802_125057734.jpg,Phytopthora,Potato,train
Fungi/IMG_9444.JPG,Fungi,Potato,train
Virus/IMG_0314 (1).JPG,Virus,Potato,train
Fungi/20230712_154629.jpg,Fungi,Potato,train
Healthy/20230712_120140.jpg,Healthy,Potato,train
Virus/20230815_113706.jpg,Virus,Potato,train
Virus/20230815_151747.jpg,Virus,Potato,train
Phytopthora/IMG_9509 (1).JPG,Phytopthora,Potato,train
Fungi/IMG_4668.JPG,Fungi,Potato,train
Healthy/20230712_121732.jpg,Healthy,Potato,train
Fungi/20230802_113053.jpg,Fungi,Potato,train
Virus/20230815_151217.jpg,Virus,Potato,train
Pest/IMG_8296.JPG,Pest,Potato,train
Bacteria/IMG_1131.JPG,Bacteria,Potato,train
Pest/IMG_0937.JPG,Pest,Potato,train
Bacteria/IMG_1164.JPG,Bacteria,Potato,train
Nematode/IMG_20230815_122722 - Copy.jpg,Nematode,Potato,train
Bacteria/20230815_120109.jpg,Bacteria,Potato,train
Phytopthora/20230802_125847.jpg,Phytopthora,Potato,train
Fungi/IMG_9432.JPG,Fungi,Potato,train
Phytopthora/20230712_160214.jpg,Phytopthora,Potato,train
Fungi/IMG_20230816_114803.jpg,Fungi,Potato,train
Phytopthora/20230802_123819.jpg,Phytopthora,Potato,train
Virus/IMG_0813.JPG,Virus,Potato,train
Healthy/20230816_121147.jpg,Healthy,Potato,train
Healthy/20230802_115906199.jpg,Healthy,Potato,train
Fungi/IMG_0705.JPG,Fungi,Potato,train
Fungi/20230802_111840203.jpg,Fungi,Potato,train
Bacteria/IMG_20230816_135956.jpg,Bacteria,Potato,train
Pest/IMG_0827.JPG,Pest,Potato,train
Virus/20230816_122902.jpg,Virus,Potato,train
Virus/20230802_115644.jpg,Virus,Potato,train
Virus/IMG_0443.JPG,Virus,Potato,train
Fungi/IMG_20230815_153359.jpg,Fungi,Potato,train
Pest/20230802_104846805.jpg,Pest,Potato,train
Bacteria/20230815_113948.jpg,Bacteria,Potato,train
Pest/20230802_120215373.jpg,Pest,Potato,train
Phytopthora/IMG_8140.JPG,Phytopthora,Potato,train
Virus/IMG_1121.JPG,Virus,Potato,train
Healthy/IMG_9419.JPG,Healthy,Potato,train
Bacteria/IMG_0911.JPG,Bacteria,Potato,train
Pest/20230802_115842608.jpg,Pest,Potato,train
Virus/20230815_151846.jpg,Virus,Potato,train
Virus/20230816_115027.jpg,Virus,Potato,train
Fungi/20230802_111845284.jpg,Fungi,Potato,train
Fungi/IMG_20230815_121604.jpg,Fungi,Potato,train
Bacteria/20230816_122651.jpg,Bacteria,Potato,train
Bacteria/20230815_122418.jpg,Bacteria,Potato,train
Pest/IMG_20230816_135045.jpg,Pest,Potato,train
Healthy/20230712_123836.jpg,Healthy,Potato,train
Virus/IMG_20230816_113505~2.jpg,Virus,Potato,train
Bacteria/IMG_1166.JPG,Bacteria,Potato,train
Pest/IMG_0219.JPG,Pest,Potato,train
Bacteria/20230815_111300.jpg,Bacteria,Potato,train
Fungi/20230816_122426.jpg,Fungi,Potato,train
Bacteria/20230815_114050.jpg,Bacteria,Potato,train
Fungi/IMG_0158.JPG,Fungi,Potato,train
Phytopthora/IMG_0393.JPG,Phytopthora,Potato,train
Pest/20230712_121930.jpg,Pest,Potato,train
Pest/20230712_144218.jpg,Pest,Potato,train
Phytopthora/IMG_8105.JPG,Phytopthora,Potato,train
Virus/IMG_0456.JPG,Virus,Potato,train
Bacteria/IMG_20230816_142811.jpg,Bacteria,Potato,train
Virus/20230815_122405.jpg,Virus,Potato,train
Pest/IMG_4805.JPG,Pest,Potato,train
Bacteria/IMG_20230816_141556.jpg,Bacteria,Potato,train
Fungi/IMG_0250.JPG,Fungi,Potato,train
Pest/1692336758380.jpg,Pest,Potato,train
Virus/IMG_1146.JPG,Virus,Potato,train
Fungi/20230802_111032.jpg,Fungi,Potato,train
Fungi/20230802_111847.jpg,Fungi,Potato,train
Bacteria/IMG_20230816_140246.jpg,Bacteria,Potato,train
Fungi/IMG_9381.JPG,Fungi,Potato,train
Phytopthora/IMG_8145.JPG,Phytopthora,Potato,train
Pest/IMG_0229.JPG,Pest,Potato,train
Virus/1692338650371.jpg,Virus,Potato,train
Virus/20230815_114213.jpg,Virus,Potato,train
Bacteria/20230815_113829.jpg,Bacteria,Potato,train
Fungi/IMG_0871.JPG,Fungi,Potato,train
Virus/IMG_20230815_115317~2.jpg,Virus,Potato,train
Virus/20230815_114339.jpg,Virus,Potato,train
Pest/20230816_082635.jpg,Pest,Potato,train
Fungi/20230816_114201.jpg,Fungi,Potato,train
Fungi/1692334247713.jpg,Fungi,Potato,train
Bacteria/20230815_113913.jpg,Bacteria,Potato,train
Healthy/IMG_0791.JPG,Healthy,Potato,train
Fungi/IMG_20230816_113726.jpg,Fungi,Potato,train
Healthy/20230802_121149531.jpg,Healthy,Potato,train
Bacteria/20230816_142250.jpg,Bacteria,Potato,train
Pest/IMG_20230816_143028~2.jpg,Pest,Potato,train
Virus/IMG_8232.JPG,Virus,Potato,train
Healthy/IMG_4780.JPG,Healthy,Potato,train
Healthy/20230922_155832.jpg,Healthy,Potato,train
Bacteria/20230816_134503.jpg,Bacteria,Potato,train
Pest/20230712_160121.jpg,Pest,Potato,train
Fungi/1692338054080.jpg,Fungi,Potato,train
Bacteria/IMG_0365.JPG,Bacteria,Potato,train
Bacteria/20230815_122416.jpg,Bacteria,Potato,train
Pest/20230802_130236.jpg,Pest,Potato,train
Fungi/20230802_105804.jpg,Fungi,Potato,train
Healthy/20230922_154244.jpg,Healthy,Potato,train
Bacteria/20230816_142329.jpg,Bacteria,Potato,train
Pest/IMG_20230816_142927.jpg,Pest,Potato,train
Bacteria/IMG_1176.JPG,Bacteria,Potato,train
Bacteria/20230816_142434.jpg,Bacteria,Potato,train
Pest/20230712_124318.jpg,Pest,Potato,train
Virus/IMG_0450.JPG,Virus,Potato,train
Virus/20230815_151340.jpg,Virus,Potato,train
Bacteria/20230816_142632.jpg,Bacteria,Potato,train
Bacteria/IMG_1152.JPG,Bacteria,Potato,train
Fungi/IMG_0256 (1).JPG,Fungi,Potato,train
Bacteria/20230816_140728.jpg,Bacteria,Potato,train
Bacteria/1692333631862.jpg,Bacteria,Potato,train
Bacteria/20230816_135859.jpg,Bacteria,Potato,train
Phytopthora/20230816_122505.jpg,Phytopthora,Potato,train
Bacteria/20230816_142310.jpg,Bacteria,Potato,train
Bacteria/IMG_1182.JPG,Bacteria,Potato,train
Pest/1692336758816.jpg,Pest,Potato,train
Phytopthora/20230802_124700039.jpg,Phytopthora,Potato,train
Fungi/IMG_0289.JPG,Fungi,Potato,train
Healthy/20230712_124016.jpg,Healthy,Potato,train
Bacteria/IMG_20230816_140950.jpg,Bacteria,Potato,train
Fungi/IMG_20230816_121010.jpg,Fungi,Potato,train
Bacteria/IMG_1212.JPG,Bacteria,Potato,train
Bacteria/20230816_140631.jpg,Bacteria,Potato,train
Virus/20230815_151720.jpg,Virus,Potato,train
Fungi/IMG_20230815_123024~2.jpg,Fungi,Potato,train
Bacteria/20230815_111704.jpg,Bacteria,Potato,train
Fungi/IMG_9399.JPG,Fungi,Potato,train
Phytopthora/20230802_123806.jpg,Phytopthora,Potato,train
Virus/IMG_0820.JPG,Virus,Potato,train
Fungi/IMG_9410.JPG,Fungi,Potato,train
Phytopthora/20230802_123615.jpg,Phytopthora,Potato,train
Bacteria/20230816_135443.jpg,Bacteria,Potato,train
Virus/20230815_112515.jpg,Virus,Potato,train
Virus/IMG_0271.JPG,Virus,Potato,train
Virus/IMG_0830.JPG,Virus,Potato,train
Fungi/IMG_0291.JPG,Fungi,Potato,train
Pest/20230815_153541.jpg,Pest,Potato,train
Fungi/20230816_120937.jpg,Fungi,Potato,train
Pest/20230802_120451215.jpg,Pest,Potato,train
Fungi/IMG_4663.JPG,Fungi,Potato,train
Fungi/IMG_0815.JPG,Fungi,Potato,train
Fungi/IMG_9382.JPG,Fungi,Potato,train
Pest/20230802_115340.jpg,Pest,Potato,train
Healthy/20230712_131637.jpg,Healthy,Potato,train
Pest/IMG_4760.JPG,Pest,Potato,train
Nematode/IMG_20230815_145142.jpg,Nematode,Potato,train
Phytopthora/IMG_0340.JPG,Phytopthora,Potato,train
Virus/IMG_0282.JPG,Virus,Potato,train
Fungi/IMG_8078.JPG,Fungi,Potato,train
Fungi/IMG_9435.JPG,Fungi,Potato,train
Virus/20230815_112427.jpg,Virus,Potato,train
Pest/IMG_20230816_140018.jpg,Pest,Potato,train
Pest/20230802_115707.jpg,Pest,Potato,train
Fungi/IMG_8220.JPG,Fungi,Potato,train
Fungi/IMG_20230815_154600~2.jpg,Fungi,Potato,train
Phytopthora/IMG_8323.JPG,Phytopthora,Potato,train
Virus/20230815_121209.jpg,Virus,Potato,train
Pest/20230712_114410.jpg,Pest,Potato,train
Virus/IMG_0469.JPG,Virus,Potato,train
Fungi/1692335403702.jpg,Fungi,Potato,train
Bacteria/20230816_135224.jpg,Bacteria,Potato,train
Healthy/IMG_4812.JPG,Healthy,Potato,train
Virus/IMG_0281.JPG,Virus,Potato,train
Bacteria/20230816_142440.jpg,Bacteria,Potato,train
Virus/20230816_114442.jpg,Virus,Potato,train
Fungi/IMG_0130.JPG,Fungi,Potato,train
Virus/IMG_0968.JPG,Virus,Potato,train
Phytopthora/20230802_115549.jpg,Phytopthora,Potato,train
Fungi/IMG_9477.JPG,Fungi,Potato,train
Bacteria/IMG_0320.JPG,Bacteria,Potato,train
Fungi/IMG_20230816_123538~2.jpg,Fungi,Potato,train
Pest/IMG_9413.JPG,Pest,Potato,train
Fungi/IMG_20230815_112711~2.jpg,Fungi,Potato,train
Pest/IMG_0325.JPG,Pest,Potato,train
Bacteria/20230816_140335.jpg,Bacteria,Potato,train
Bacteria/20230816_142650.jpg,Bacteria,Potato,train
Fungi/IMG_20230816_122600.jpg,Fungi,Potato,train
Bacteria/20230815_153552.jpg,Bacteria,Potato,train
Bacteria/20230815_113930.jpg,Bacteria,Potato,train
Virus/20230816_123336.jpg,Virus,Potato,train
Healthy/20230802_130139.jpg,Healthy,Potato,train
Bacteria/20230816_135126.jpg,Bacteria,Potato,train
Bacteria/20230816_140110.jpg,Bacteria,Potato,train
Bacteria/IMG_0950.JPG,Bacteria,Potato,train
Phytopthora/20230802_110909.jpg,Phytopthora,Potato,train
Fungi/IMG_0817.JPG,Fungi,Potato,train
Bacteria/IMG_1205.JPG,Bacteria,Potato,train
Virus/IMG_20230816_115306~2.jpg,Virus,Potato,train
Virus/20230712_133012.jpg,Virus,Potato,train
Pest/IMG_9552.JPG,Pest,Potato,train
Bacteria/20230815_114111.jpg,Bacteria,Potato,train
Fungi/20230802_130230.jpg,Fungi,Potato,train
Nematode/20230816_084155.jpg,Nematode,Potato,train
Bacteria/1692336758680.jpg,Bacteria,Potato,train
Pest/IMG_0213 (1).JPG,Pest,Potato,train
Pest/IMG_8346.JPG,Pest,Potato,train
Pest/20230802_105220186.jpg,Pest,Potato,train
Pest/IMG_4722.JPG,Pest,Potato,train
Virus/IMG_0391.JPG,Virus,Potato,train
Bacteria/IMG_1081.JPG,Bacteria,Potato,train
Nematode/20230802_105202.jpg,Nematode,Potato,train
Pest/20230802_110208620.jpg,Pest,Potato,train
Fungi/IMG_0262.JPG,Fungi,Potato,train
Healthy/20230712_130756.jpg,Healthy,Potato,train
Fungi/IMG_9414.JPG,Fungi,Potato,train
Bacteria/20230816_141040.jpg,Bacteria,Potato,train
Virus/IMG_0343.JPG,Virus,Potato,train
Pest/IMG_0203.JPG,Pest,Potato,train
Pest/IMG_20230816_141440.jpg,Pest,Potato,train
Healthy/20230712_120415.jpg,Healthy,Potato,train
Phytopthora/IMG_0399.JPG,Phytopthora,Potato,train
Virus/IMG_0622.JPG,Virus,Potato,train
Virus/IMG_0952.JPG,Virus,Potato,train
Pest/20230712_154516.jpg,Pest,Potato,train
Virus/IMG_0222.JPG,Virus,Potato,train
Virus/IMG_0515.JPG,Virus,Potato,train
Fungi/IMG_20230816_122740.jpg,Fungi,Potato,train
Pest/20230712_121910.jpg,Pest,Potato,train
Fungi/20230712_150034.jpg,Fungi,Potato,train
Bacteria/20230816_141042.jpg,Bacteria,Potato,train
Fungi/1692334247315.jpg,Fungi,Potato,train
Phytopthora/IMG_0361.JPG,Phytopthora,Potato,train
Pest/IMG_0215.JPG,Pest,Potato,train
Bacteria/IMG_1243.JPG,Bacteria,Potato,train
Nematode/20230712_155420.jpg,Nematode,Potato,train
Fungi/20230815_121541.jpg,Fungi,Potato,train
Virus/20230815_150527.jpg,Virus,Potato,train
Bacteria/20230816_134458.jpg,Bacteria,Potato,train
Bacteria/20230816_140014.jpg,Bacteria,Potato,train
Pest/IMG_0183.JPG,Pest,Potato,train
Pest/IMG_20230816_141925.jpg,Pest,Potato,train
Fungi/IMG_0240.JPG,Fungi,Potato,train
Fungi/IMG_20230816_122017.jpg,Fungi,Potato,train
Phytopthora/20230802_123816.jpg,Phytopthora,Potato,train
Phytopthora/IMG_9537.JPG,Phytopthora,Potato,train
Pest/20230816_142942.jpg,Pest,Potato,train
Virus/20230815_150702.jpg,Virus,Potato,train
Virus/IMG_1010.JPG,Virus,Potato,train
Virus/IMG_1125.JPG,Virus,Potato,train
Bacteria/IMG_1183.JPG,Bacteria,Potato,train
Phytopthora/IMG_9537 (1).JPG,Phytopthora,Potato,train
Fungi/20230802_112919532.jpg,Fungi,Potato,train
Bacteria/IMG_1030.JPG,Bacteria,Potato,train
Phytopthora/20230802_123921.jpg,Phytopthora,Potato,train
Healthy/20230922_155419.jpg,Healthy,Potato,train
Pest/IMG_0938.JPG,Pest,Potato,train
Virus/IMG_0464.JPG,Virus,Potato,train
Phytopthora/IMG_0312 - Copy.JPG,Phytopthora,Potato,train
Pest/20230712_123331.jpg,Pest,Potato,train
Virus/20230815_114254.jpg,Virus,Potato,train
Nematode/IMG_8339.JPG,Nematode,Potato,train
Healthy/IMG_8223.JPG,Healthy,Potato,train
Virus/20230815_120534.jpg,Virus,Potato,train
Phytopthora/20230802_123704486.jpg,Phytopthora,Potato,train
Bacteria/20230816_135212.jpg,Bacteria,Potato,train
Phytopthora/20230802_123535.jpg,Phytopthora,Potato,train
Bacteria/IMG_1241.JPG,Bacteria,Potato,train
Healthy/IMG_20230815_150518.jpg,Healthy,Potato,train
Healthy/20230816_121556.jpg,Healthy,Potato,train
Nematode/20230816_082906.jpg,Nematode,Potato,train
Healthy/20230712_122740.jpg,Healthy,Potato,train
Fungi/20230802_110718.jpg,Fungi,Potato,train
Virus/20230815_112931.jpg,Virus,Potato,train
Phytopthora/20230802_124937943.jpg,Phytopthora,Potato,train
Virus/IMG_0377.JPG,Virus,Potato,train
Bacteria/IMG_1090.JPG,Bacteria,Potato,train
Pest/IMG_8298.JPG,Pest,Potato,train
Pest/IMG_20230816_141517.jpg,Pest,Potato,train
Pest/20230802_115332.jpg,Pest,Potato,train
Pest/IMG_8308.JPG,Pest,Potato,train
Bacteria/IMG_0362.JPG,Bacteria,Potato,train
Fungi/20230802_113029.jpg,Fungi,Potato,train
Phytopthora/IMG_20230815_151502.jpg,Phytopthora,Potato,train
Healthy/20230802_120348475.jpg,Healthy,Potato,train
Pest/1692338650582.jpg,Pest,Potato,train
Fungi/IMG_9361.JPG,Fungi,Potato,train
Bacteria/20230816_142712.jpg,Bacteria,Potato,train
Fungi/20230802_111747394.jpg,Fungi,Potato,train
Fungi/20230815_112619.jpg,Fungi,Potato,train
Phytopthora/IMG_9523.JPG,Phytopthora,Potato,train
Bacteria/20230816_135242.jpg,Bacteria,Potato,train
Phytopthora/IMG_9510 (1).JPG,Phytopthora,Potato,train
Fungi/1692339473805.jpg,Fungi,Potato,train
Bacteria/20230816_142738.jpg,Bacteria,Potato,train
Phytopthora/IMG_0381.JPG,Phytopthora,Potato,train
Virus/20230815_151048.jpg,Virus,Potato,train
Pest/IMG_20230816_140731.jpg,Pest,Potato,train
Bacteria/IMG_1187.JPG,Bacteria,Potato,train
Bacteria/20230816_140735.jpg,Bacteria,Potato,train
Healthy/20230922_154218.jpg,Healthy,Potato,train
Virus/20230816_123055.jpg,Virus,Potato,train
Bacteria/IMG_1221.JPG,Bacteria,Potato,train
Virus/20230815_151656.jpg,Virus,Potato,train
Virus/20230816_114808.jpg,Virus,Potato,train
Healthy/20230802_130151.jpg,Healthy,Potato,train
Bacteria/IMG_0909.JPG,Bacteria,Potato,train
Virus/20230922_155857.jpg,Virus,Potato,train
Fungi/IMG_0627.JPG,Fungi,Potato,train
Healthy/20230712_121641.jpg,Healthy,Potato,train
Phytopthora/IMG_9523 (1).JPG,Phytopthora,Potato,train
Phytopthora/IMG_9534.JPG,Phytopthora,Potato,train
Bacteria/IMG_1038.JPG,Bacteria,Potato,train
Fungi/IMG_0747.JPG,Fungi,Potato,train
Healthy/20230712_121709.jpg,Healthy,Potato,train
Fungi/20230815_113236.jpg,Fungi,Potato,train
Fungi/IMG_20230816_121459~2.jpg,Fungi,Potato,train
Bacteria/IMG_0354.JPG,Bacteria,Potato,train
Fungi/IMG_4703.JPG,Fungi,Potato,train
Bacteria/IMG_0835.JPG,Bacteria,Potato,train
Bacteria/20230816_140633.jpg,Bacteria,Potato,train
Fungi/IMG_20230815_121308~2.jpg,Fungi,Potato,train
Virus/20230815_112606.jpg,Virus,Potato,train
Fungi/IMG_0137.JPG,Fungi,Potato,train
Bacteria/IMG_0902.JPG,Bacteria,Potato,train
Fungi/IMG_4666.JPG,Fungi,Potato,train
Fungi/20230816_123029.jpg,Fungi,Potato,train
Healthy/20230922_154200.jpg,Healthy,Potato,train
Fungi/IMG_9441.JPG,Fungi,Potato,train
Fungi/20230802_112040679.jpg,Fungi,Potato,train
Fungi/20230712_155554.jpg,Fungi,Potato,train
Virus/IMG_0308.JPG,Virus,Potato,train
Healthy/IMG_9418.JPG,Healthy,Potato,train
Nematode/IMG_8330.JPG,Nematode,Potato,train
Virus/IMG_0315 (1).JPG,Virus,Potato,train
Pest/20230712_122808.jpg,Pest,Potato,train
Phytopthora/20230802_124313.jpg,Phytopthora,Potato,train
Fungi/IMG_9431.JPG,Fungi,Potato,train
